Tweets,Classification path,Level 1 label,Level 1 probability
2017-11-27 18:37:31 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.59
2017-11-27 18:36:44 [The Basketball Network] Marc Gasol After Benching Against Nets: â€˜You Take It Personallyâ€™ https://t.co/sXaiZkehXI #Nets,/Negative/,Negative,0.461
"2017-11-27 18:36:04 #Nets fan that want in on this, support us by using this affiliate link:",/Negative/,Negative,0.527
https://t.co/zmOljJKSfA,/Neutral/,Neutral,0.525
#Ad https://t.co/L98IFwMd3S,/Neutral/,Neutral,0.595
2017-11-27 18:35:31 Brooklyn Nets vs. Houston Rockets - 11/27/2017 Free Pick &amp; NBA Betting Prediction - #Nets #Rockets #NBA https://t.co/llU4Lp6ToZ,/Neutral/,Neutral,0.362
2017-11-27 18:33:57 RT @BrooklynNets: There is still time to take advantage of #Nets Deal Days! Offer ends tonight.,/Negative/,Negative,0.591
â_¡ï¸è https://t.co/4QxbBbkn9Q https://t.co/A9â€_,/Neutral/,Neutral,0.525
"2017-11-27 18:28:37 TIP: Houston Rockets - Brooklyn Nets, h1 (-16,5), 1.85 by #tipster lapidarius7 (profit this month: +113.288)â€_ https://t.co/sm6Xc3pSFg",/Positive/,Positive,0.438
2017-11-27 18:27:12 Brooklyn #Nets need consistent scoring from Spencer Dinwiddie,/Negative/,Negative,0.627
Spencer Dinwiddie needs to assume more of a consisteâ€_ https://t.co/nCPuKGILlm,/Negative/,Negative,0.568
2017-11-27 18:27:11 [SNY: SNY Nets] D'Angelo Russell in no rush to return after arthroscopic surgery https://t.co/0YwvaLZqWd #Nets,/Negative/,Negative,0.561
2017-11-27 18:27:05 RT @Brook_Lin_Com: New: How To Net The Win: Brooklyn Nets vs. Houston Rockets 11-27-17 - https://t.co/gHWjmaXV3B #Nets #WeGoHard,/Negative/,Negative,0.393
2017-11-27 18:25:51 #Nets #WeGoHard F DeMarre Carroll (illness) questionable Monday vs #Rockets #NBA,/Neutral/,Neutral,0.42
2017-11-27 18:24:58 #Nets #WeGoHard F Rondae Hollis-Jefferson (ankle) and G Allen Crabbe OUT Monday vs #Rockets #NBA,/Neutral/,Neutral,0.438
2017-11-27 18:22:19 These injuries man. #Nets,/Negative/,Negative,0.572
2017-11-27 18:17:38 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.591
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
2017-11-27 18:17:24 Letâ€™s go win this game for the injured guys. Letâ€™s shock the world. Next man up. #Nets https://t.co/fRnWnO8Skb,/Negative/,Negative,0.55
2017-11-27 18:15:10 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.551
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
2017-11-27 18:14:44 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.551
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
2017-11-27 18:14:29 RT @APOOCH: DeMarre Carroll (upper respiratory) is QUESTIONABLE. #Nets,/Negative/,Negative,0.591
2017-11-27 18:14:27 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.551
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
2017-11-27 18:14:16 RT APOOCH: DeMarre Carroll (upper respiratory) is QUESTIONABLE. #Nets #DraftKings #FanDuel #NBA #DFS #ProBallMetrics,/Negative/,Negative,0.408
2017-11-27 18:14:15 RT APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.51
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sâ€_ https://t.co/v2FMMjmErr,/Neutral/,Neutral,0.428
2017-11-27 18:13:45 RT @APOOCH: DeMarre Carroll (upper respiratory) is QUESTIONABLE. #Nets,/Negative/,Negative,0.591
2017-11-27 18:13:25 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.551
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
2017-11-27 18:13:03 DeMarre Carroll (upper respiratory) is QUESTIONABLE. #Nets,/Negative/,Negative,0.597
2017-11-27 18:12:52 RT @APOOCH: #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.551
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) arâ€_,/Neutral/,Neutral,0.421
2017-11-27 18:12:45 New: How To Net The Win: Brooklyn Nets vs. Houston Rockets 11-27-17 - https://t.co/gHWjmaXV3B #Nets #WeGoHard,/Negative/,Negative,0.373
2017-11-27 18:12:41 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.549
2017-11-27 18:12:37 #Nets injury report for tonight @ Houston: ,/Negative/,Negative,0.515
Allen Crabbe (sore lower back) &amp; Rondae Hollis-Jefferson (sprained right ankle) are OUT.,/Neutral/,Neutral,0.421
"2017-11-27 18:11:10 RT @BrooklynNets: @Aesj88 @barclayscenter No matter where you are watching from, we're proud to have you both in the #Nets family",/Negative/,Negative,0.573
"2017-11-27 18:07:23 RT @TheCourtroomPod: What a fun show today talking with Michael @Grady. We talked about D'Angelo Russell and the #Nets, Myles Turner and thâ€_",/Negative/,Negative,0.532
"2017-11-27 18:00:03 The #Nets epitomize the ""Next Man Up"" mentality. #BrooklynGrit https://t.co/1PyWTvdbx1",/Negative/,Negative,0.537
"2017-11-27 17:59:16 RT @TheCourtroomPod: What a fun show today talking with Michael @Grady. We talked about D'Angelo Russell and the #Nets, Myles Turner and thâ€_",/Negative/,Negative,0.532
"2017-11-27 17:58:45 RT @TheCourtroomPod: What a fun show today talking with Michael @Grady. We talked about D'Angelo Russell and the #Nets, Myles Turner and thâ€_",/Negative/,Negative,0.532
"2017-11-27 17:52:53 @Aesj88 @barclayscenter No matter where you are watching from, we're proud to have you both in the #Nets family",/Negative/,Negative,0.548
2017-11-27 17:51:36 Brooklyn Nets Players Embracing Life as Brooklynites #Nets  https://t.co/IVEVCGeXMW https://t.co/YNafOUd5v3,/Negative/,Negative,0.549
"2017-11-27 17:50:05 RT @TheCourtroomPod: What a fun show today talking with Michael @Grady. We talked about D'Angelo Russell and the #Nets, Myles Turner and thâ€_",/Negative/,Negative,0.532
2017-11-27 17:48:15 Brooklyn Nets Players Embracing Life as Brooklynites - https://t.co/35SA0aRGlJ #Nets,/Negative/,Negative,0.53
2017-11-27 17:29:52 Via @RamirezJeanine's @NY1 piece: Joe Harris says he blends in pretty well in Fort Greene. He walks or takes the trâ€_ https://t.co/USRCStV41n,/Negative/,Negative,0.542
2017-11-27 17:28:01 There is still time to take advantage of #Nets Deal Days! Offer ends tonight. ?? https://t.co/pybbKUQVezâ€_ https://t.co/AIkgLX8xdS,/Negative/,Negative,0.53
2017-11-27 17:24:54 Bump stock maker offers Cyber Monday deal on controversial device https://t.co/A5zi4Y9ZCB #Nets #NBA https://t.co/teEDZim5rV,/Negative/,Negative,0.398
2017-11-27 17:22:57 [NBA] Preview: Nets at Rockets https://t.co/HoplutCJyi #Nets,/Negative/,Negative,0.44
2017-11-27 17:03:27 Preview: Nets at Rockets - https://t.co/QLc4or8VgT #Nets,/Negative/,Negative,0.454
2017-11-27 17:00:56 Houston Rockets are 21-4 SU and 16-8-1 ATS vs the Brooklyn Nets since 2004. #Rockets #Nets #NBA https://t.co/hmAkh5v7yp,/Positive/,Positive,0.437
2017-11-27 16:49:42 RT @BrooklynNets: There is still time to take advantage of #Nets Deal Days! Offer ends tonight.,/Negative/,Negative,0.593
â_¡ï¸è https://t.co/4QxbBbkn9Q https://t.co/A9â€_,/Neutral/,Neutral,0.525
"2017-11-27 16:37:20 RT @NYPost_Lewis: No timetable given, but I wouldn't bet on him being back this trip. #Nets https://t.co/ynDwww6FV4",/Negative/,Negative,0.53
2017-11-27 16:34:39 BROOKLYN vs. HOUSTON - Totals Prediction = 59.65% going UNDER #Nets #Rockets,/Negative/,Negative,0.358
2017-11-27 16:29:44 Marc Gasol was benched in the 4th qtr of Sundayâ€™s loss to the #Nets. It was the 8th straight loss for theâ€_ https://t.co/x0Y4VYkjgb,/Negative/,Negative,0.471
2017-11-27 16:19:32 RT @BrooklynNets: There is still time to take advantage of #Nets Deal Days! Offer ends tonight.,/Negative/,Negative,0.633
â_¡ï¸è https://t.co/4QxbBbkn9Q https://t.co/A9â€_,/Neutral/,Neutral,0.525
2017-11-27 16:16:07 RT @ESPNNewYork: Rumor Central: D'Angelo Russell won't rush back to Nets' lineup https://t.co/B7e1afnM1W #Nets https://t.co/m0Mh7Rffv8,/Negative/,Negative,0.647
2017-11-27 16:15:48 [ESPN New York: Nets Report] Rumor Central: D'Angelo Russell won't rush back to Nets' lineup https://t.co/u6ESsPF0Gq #Nets,/Negative/,Negative,0.646
2017-11-27 16:10:47 Score from NBA on Sunday:,/Negative/,Negative,0.481
#Heat 100 - #BullsNation 93,/Neutral/,Neutral,0.64
#Twolves 119 - #Suns 108,/Neutral/,Neutral,0.701
#Nets 98 - #Grizzlies 88,/Neutral/,Neutral,0.535
2017-11-27 15:57:26 [Fansided: From Russia With Dunk] Joe Harris a symbol of the Brooklyn Netsâ€™ rebuild https://t.co/so7cZYlECr #Nets,/Negative/,Negative,0.576
"2017-11-27 15:56:01 New Artwork - Brooklyn Nets, NBA",/Negative/,Negative,0.493
https://t.co/OVocB1dGOz,/Neutral/,Neutral,0.525
#artwork #displate #BrooklynNets #Nets #NBA #art #wallart https://t.co/vNGR7jBeSh,/Neutral/,Neutral,0.698
2017-11-27 15:54:55 Can't wait for a win today against the Houston Beards today. Will be our 3rd in a row &amp; a step towards the playoffs. #ELE #Nets #KuzGod,/Negative/,Negative,0.474
2017-11-27 15:53:29 Joe Harris walks everywhere and takes the subway. #Nets https://t.co/nbnZs4lV6H,/Negative/,Negative,0.582
2017-11-27 15:49:22 RT @BrooklynNets: There is still time to take advantage of #Nets Deal Days! Offer ends tonight.,/Negative/,Negative,0.593
â_¡ï¸è https://t.co/4QxbBbkn9Q https://t.co/A9â€_,/Neutral/,Neutral,0.525
"2017-11-27 15:48:28 [Yahoo Sports] Three Things to Know: Grizzlies sit frustrated Gasol in fourth, lose 8th straight https://t.co/sW4c9myaGW #Nets",/Negative/,Negative,0.468
2017-11-27 15:45:26 RT @BrooklynNets: There is still time to take advantage of #Nets Deal Days! Offer ends tonight.,/Negative/,Negative,0.593
â_¡ï¸è https://t.co/4QxbBbkn9Q https://t.co/A9â€_,/Neutral/,Neutral,0.525
2017-11-27 15:44:39 RT @goinggone17: This #Nets trade will haunt me every time I see Jayson Tatum play. https://t.co/StMzJSCkOa,/Negative/,Negative,0.565
2017-11-27 15:44:04 There is still time to take advantage of #Nets Deal Days! Offer ends tonight.,/Negative/,Negative,0.57
â_¡ï¸è https://t.co/4QxbBbkn9Q https://t.co/A9E0np13x8,/Neutral/,Neutral,0.525
"2017-11-27 15:37:37 And his scoring has jumped from 9.8 to 13.8 to 19.0 per 36 over three seasons. most improved Net, and one of the NBâ€_ https://t.co/lY3hOdWyeI",/Negative/,Negative,0.526
"2017-11-27 15:36:04 No timetable given, but I wouldn't bet on him being back this trip. #Nets https://t.co/ynDwww6FV4",/Negative/,Negative,0.511
2017-11-27 15:35:49 Rondae leads the #Nets in scoring per 36 (19.0 points) of all players outside of D'Angelo Russell: https://t.co/e6xlDLjilt,/Negative/,Negative,0.521
2017-11-27 15:35:05 Rumor Central: D'Angelo Russell won't rush back to Nets' lineup https://t.co/B7e1afnM1W #Nets https://t.co/m0Mh7Rffv8,/Negative/,Negative,0.622
2017-11-27 15:31:33 RT @Brook_Lin_Com: The Brooklyn #Nets have recalled Isaiah Whitehead from the Long Island Nets ahead of tonight's game in Houston.,/Negative/,Negative,0.544
2017-11-27 15:30:51 The Brooklyn #Nets have recalled Isaiah Whitehead from the Long Island Nets ahead of tonight's game in Houston.,/Negative/,Negative,0.505
"2017-11-27 15:16:36 Yes, They should work out a deal with the #nets.  The Nets should start by offering Lin. #nba https://t.co/zXg0dvpmrr",/Negative/,Negative,0.54
"2017-11-27 15:11:36 RT @EmpireWritesBck: The #Nets continue to epitomize ""Next Man Up"". #BrooklynGrit https://t.co/1PyWTvdbx1",/Negative/,Negative,0.587
2017-11-27 15:05:51 RT @Brook_Lin_Com: New: Nets vs Grizzlies Notes and Observations: 11/26/17 -,/Negative/,Negative,0.489
https://t.co/S4ZmYAHWmT #Nets #WeGoHard,/Neutral/,Neutral,0.721
2017-11-27 15:04:57 RT @Brook_Lin_Com: New: Nets vs Grizzlies Notes and Observations: 11/26/17 -,/Negative/,Negative,0.489
https://t.co/S4ZmYAHWmT #Nets #WeGoHard,/Neutral/,Neutral,0.721
2017-11-27 15:01:20 Brooklyn beats Memphis as the Grizzlies lose their 6th straight. ,/Negative/,Negative,0.515
DeMarre Carroll with 24 for the #Nets https://t.co/3G6vyCF7RQ,/Negative/,Negative,0.464
2017-11-27 14:58:31 Per @NBA #Nets have 16th ranked offense and 26th ranked defense.,/Negative/,Negative,0.603
"2017-11-27 14:54:13 RT @NYPost_Lewis: D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the bench https://t.co/oi62czuâ€_",/Negative/,Negative,0.556
2017-11-27 14:45:56 New: Nets vs Grizzlies Notes and Observations: 11/26/17 -,/Negative/,Negative,0.47
https://t.co/S4ZmYAHWmT #Nets #WeGoHard,/Neutral/,Neutral,0.721
"2017-11-27 14:45:04 RT @SportsOpinion30: I know the #Nets have to be on the phone with the #Sixers about Okafor. Question is, what does Philly want for him andâ€_",/Negative/,Negative,0.547
"2017-11-27 14:44:56 I know the #Nets have to be on the phone with the #Sixers about Okafor. Question is, what does Philly want for himâ€_ https://t.co/dvJukSJY1E",/Negative/,Negative,0.539
2017-11-27 14:41:51 @dallassportzone @espn_macmahon @dallasmavs @jpmontalvao @joniigirl @PDatFanSided @swish41 @MFFL I'd pick porter...â€_ https://t.co/SENSDCdhhx,/Negative/,Negative,0.479
"2017-11-27 14:39:34 #Nets third quarter spurt earns win over Grizzlies, snaps three-game skid - https://t.co/CUSQ9W3sov via @TheBKGame",/Negative/,Negative,0.649
2017-11-27 14:33:01 Great Sports night in Houston #MNF with #Texans vs #Raven &amp; #Rockets take on #Nets Enjoy watching both on our 22 TVâ€_ https://t.co/xyEFRnyPTq,/Positive/,Positive,0.464
2017-11-27 14:27:48 [The Brooklyn Game] Red-hot Rockets will be big test for Nets on end of back-to-back https://t.co/ojZYeEOalj #Nets,/Negative/,Negative,0.482
"2017-11-27 14:26:49 Hot #hoops! Who are your #NBA picks tonight? #Pistons @ #Celtics, #Nets @ #Rockets, #Mavericks @ #Spurs, #Lakers @â€_ https://t.co/quUFncbZoB",/Neutral/,Neutral,0.664
"2017-11-27 14:25:03 Just wait until everyone gets back on campus this winter quarter. Despite being small, Anderson is going to be theâ€_ https://t.co/YTtK1gZ7ls",/Negative/,Negative,0.5
"2017-11-27 14:23:26 RT @EmpireWritesBck: The #Nets continue to epitomize ""Next Man Up"". #BrooklynGrit https://t.co/1PyWTvdbx1",/Negative/,Negative,0.549
"2017-11-27 14:19:55 Hmm... When I was struggling in Moscow with fever and antibiotics, one of my #deep #neural #nets approach efficiencâ€_ https://t.co/1WCKn3sg48",/Negative/,Negative,0.477
2017-11-27 14:18:09 RT @TheMondayAMQB: NETS HAND GRIZZLIES SIXTH STRAIGHT LOSS,/Negative/,Negative,0.508
#NBA #Nets #BrooklynGrit #WeGoHard #Grizzlies #GrindCity #MEMvBKN #TMMQB,/Neutral/,Neutral,0.689
httpsâ€_,/Neutral/,Neutral,0.7
"2017-11-27 14:14:08 If #Nets have a huge signing or trade lined up that they need to stretch Mozgov to pull off, then do it. If not, alâ€_ https://t.co/mPoqca69nf",/Negative/,Negative,0.521
2017-11-27 14:12:28 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.549
2017-11-27 14:07:04 Los Angeles Lakers: Brook Lopez providing great example for younger teammates https://t.co/8UPaXj074c #Nets #NBA https://t.co/LyV3GQzbmO,/Negative/,Negative,0.409
"2017-11-27 14:03:37 Okay #Nets fans, someone asked me this and too be honest I'm not sure but would you do a QA/IW for Okafor?",/Negative/,Negative,0.544
2017-11-27 13:59:29 RT @TheBKGame: New: Red-hot Rockets will be big test for Nets on end of back-to-back https://t.co/6XdoJ0a3hy #Nets,/Negative/,Negative,0.48
2017-11-27 13:56:07 #Nets 16th In O and 26th In D as quarter pole approaches,/Negative/,Negative,0.541
"2017-11-27 13:55:10 RT @NYPost_Lewis: D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the bench https://t.co/oi62czuâ€_",/Negative/,Negative,0.556
"2017-11-27 13:53:16 I know itâ€™s unlikely, but if the #Nets can pull off the upset tonight......Watch Out.....They have 3 upcoming gamesâ€_ https://t.co/IVd92ttVcv",/Negative/,Negative,0.477
2017-11-27 13:43:02 #Nets are no pushover anymore. Though it's another tough season because of Injuries but #Wegohard,/Negative/,Negative,0.489
2017-11-27 13:22:03 New: Red-hot Rockets will be big test for Nets on end of back-to-back https://t.co/6XdoJ0a3hy #Nets,/Negative/,Negative,0.456
2017-11-27 13:19:20 #Nets are on pace to win 30 games.,/Negative/,Negative,0.611
2017-11-27 13:17:52 [Fansided: Empire Writes Back] Brooklyn Nets epitomize the term â€œNext Man Upâ€ù https://t.co/ju1gvN4JpS #Nets,/Negative/,Negative,0.588
2017-11-27 12:58:20 â€œBrooklyn Nets epitomize the term â€œNext Man Upâ€ù @BrooklynNets @espn @NBA @FanSided #Nets #NBA #Fansided #ESPN ,/Negative/,Negative,0.639
https://t.co/w1PEZrxxUj,/Neutral/,Neutral,0.525
"2017-11-27 12:50:49 Culture is important. Mozgov &amp; Kilpatrick have not been playing much lately, yet when their numbers were called theâ€_ https://t.co/ju9DK8pXXU",/Negative/,Negative,0.506
"2017-11-27 12:49:23 RT @NYPost_Lewis: D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the bench https://t.co/oi62czuâ€_",/Negative/,Negative,0.556
2017-11-27 12:18:58 At least my #Nets got a W last night. Other then that it was a lousy Sunday. #Jetstank #Fantasyloser,/Negative/,Negative,0.649
2017-11-27 12:18:33 [SB Nation: Nets Daily] Nets play the Rockets in Houston https://t.co/bjEcYkZT6g #Nets,/Negative/,Negative,0.498
"2017-11-27 12:15:58 He needs to come to BKN to develop. No other team is going to have he patience, maybe SA. #Nets https://t.co/VRxV4YvYCm",/Negative/,Negative,0.582
"2017-11-27 12:00:01 The #Nets continue to epitomize ""Next Man Up"". #BrooklynGrit https://t.co/1PyWTvdbx1",/Negative/,Negative,0.533
2017-11-27 11:39:29 Nets play the Rockets in Houston #Nets  https://t.co/39b37Zxenp https://t.co/OUbPQMaNb3,/Negative/,Negative,0.465
"2017-11-27 11:25:03 DLO had more burst earlier in year than later. Maybe this contributed. Excited to see him when back, but hard for fâ€_ https://t.co/39GLapXBwz",/Negative/,Negative,0.506
2017-11-27 11:18:17 What do each of our NY sports teams need to be thankful for? ,/Negative/,Negative,0.483
Opening monologue from yesterdayâ€™s #60MinOT:â€_ https://t.co/ntx8Isq2uC,/Neutral/,Neutral,0.595
"2017-11-27 11:13:34 I have a ""suggestion"" to deal with ""Noel's Destiny"" and our suddenly  awaking in last 5 games:why not trade NOEL..aâ€_ https://t.co/S1gW8IR9Mv",/Negative/,Negative,0.472
2017-11-27 10:56:37 RT @Brook_Lin_Com: New: How to Net the Win: Brooklyn Nets vs. Memphis Grizzlies 11/26/17 - https://t.co/RGDdfj77Ag #Nets #WeGoHard,/Negative/,Negative,0.494
2017-11-27 10:55:18 RT @PopoChung7: _Ÿ_‰#Nets gets 98:88  _Ÿ‡_#WeGoHard #KeepFighting ,/Negative/,Negative,0.612
_Ÿ_‰_Ÿ_‰@DeMarreCarroll1 gets  season-high 24p and Player of the Game vs #Grizzliesâ€_,/Neutral/,Neutral,0.693
2017-11-27 10:39:33 RT @johntandlich: The latest Beneath the Barclays Center Oculus! https://t.co/3kfe2cKOU1 #nets #nba,/Negative/,Negative,0.487
2017-11-27 10:37:45 The latest Beneath the Barclays Center Oculus! https://t.co/3kfe2cKOU1 #nets #nba,/Negative/,Negative,0.444
"2017-11-27 10:31:04 D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the benchâ€_ https://t.co/nu38soPyZ6",/Negative/,Negative,0.559
2017-11-27 10:27:21 RT @NYPost_Lewis: #Nets must fix this fatal flaw in order to save their season https://t.co/z0otXGidwu via @nypostsports,/Negative/,Negative,0.569
2017-11-27 10:23:42 RT @bheyman99: ICYMI: The #BrooklynNets begin a three-game trip tonight vs. the #memgrizz. The #Nets know the three close losses this pastâ€_,/Negative/,Negative,0.484
2017-11-27 10:23:33 RT @NYPost_Lewis: Lineup change for the #Nets. Allen Crabbe is out tonight at Memphis with a sore lower back. Joe Harris will get the nod iâ€_,/Negative/,Negative,0.678
2017-11-27 10:17:12 RT @healthyseas_org: Happening now! Our @ghostfishing #divers in action in the Gulf of Corinth in #Greeece! More #fishing #nets to be removâ€_,/Negative/,Negative,0.525
2017-11-27 10:15:37 RT @PopoChung7: _Ÿ_‰#Nets gets 98:88  _Ÿ‡_#WeGoHard #KeepFighting ,/Negative/,Negative,0.636
_Ÿ_‰_Ÿ_‰@DeMarreCarroll1 gets  season-high 24p and Player of the Game vs #Grizzliesâ€_,/Neutral/,Neutral,0.693
2017-11-27 09:42:03 Nets open road trip in Memphis https://t.co/jO47wuy4oy #Nets #NBA,/Negative/,Negative,0.439
"2017-11-27 09:28:05 RT @NYPost_Lewis: D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the bench https://t.co/oi62czuâ€_",/Negative/,Negative,0.556
"2017-11-27 09:23:54 RT @NYPost_Lewis: D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the bench https://t.co/oi62czuâ€_",/Negative/,Negative,0.556
2017-11-27 08:28:08 RT @healthyseas_org: Happening now! Our @ghostfishing #divers in action in the Gulf of Corinth in #Greeece! More #fishing #nets to be removâ€_,/Negative/,Negative,0.525
2017-11-27 07:50:02 Introspective #Classification with Convolutional #Nets,/Negative/,Negative,0.559
https://t.co/9UT1X68XC8,/Neutral/,Neutral,0.525
2017-11-27 07:46:15 [New York Post] Dâ€™Angelo Russell making mark on Nets while stuck on the bench https://t.co/HuGjVxiiTI #Nets,/Negative/,Negative,0.508
"2017-11-27 07:42:01 [Fox Sports] Rockets aim to ignite from start vs. Nets (Nov 27, 2017) https://t.co/YuKINp0c9F #Nets",/Negative/,Negative,0.464
2017-11-27 07:30:05 Enes Kanter upset after Twitter mysteriously unverified him https://t.co/uWzMr06ufr #Nets #NBA https://t.co/MjvnXs2oKs,/Negative/,Negative,0.409
2017-11-27 07:29:51 Dâ€™Angelo Russell making mark on Nets while stuck on the bench #Nets  https://t.co/VkB82bYWG2 https://t.co/svlbQTs1zz,/Negative/,Negative,0.543
2017-11-27 07:28:48 RT @healthyseas_org: Happening now! Our @ghostfishing #divers in action in the Gulf of Corinth in #Greeece! More #fishing #nets to be removâ€_,/Negative/,Negative,0.525
"2017-11-27 07:04:38 RT @NYPost_Lewis: D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the bench https://t.co/oi62czuâ€_",/Negative/,Negative,0.587
"2017-11-27 07:03:40 D'Angelo Russell still has no timeline for return, but making mark on #Nets while stuck on the benchâ€_ https://t.co/prZsanQKzZ",/Negative/,Negative,0.545
2017-11-27 06:52:25 #NBA SCOREBOARD ,/Negative/,Negative,0.435
#Heat 100 #Bulls 93,/Neutral/,Neutral,0.694
#Timberwolves #119 #Suns 108,/Neutral/,Neutral,0.667
#Nets #98 #Grizzlies 88 https://t.co/UDo8PJIwTR,/Neutral/,Neutral,0.654
"2017-11-27 06:32:15 #Nets lose third and fourth starters but somehow not the game, grind out win in Memphis. https://t.co/e03J9pDb4u",/Negative/,Negative,0.558
2017-11-27 06:05:06 Melania Trump didnâ€™t want to be First Lady https://t.co/T80PGyxCfc #Nets #NBA https://t.co/sUyPr2tYIc,/Negative/,Negative,0.392
"2017-11-27 05:35:41 RT @NYPost_Lewis: Injured Dâ€™Angelo Russell made the road trip w/ his #Nets teammates, saying itâ€™s important for team chemistry to have everâ€_",/Negative/,Negative,0.55
2017-11-27 05:23:46 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.549
"2017-11-27 05:20:46 RT @NYPost_Lewis: Injured Dâ€™Angelo Russell made the road trip w/ his #Nets teammates, saying itâ€™s important for team chemistry to have everâ€_",/Negative/,Negative,0.552
"2017-11-27 05:01:36 RT @NYPost_Lewis: Injured Dâ€™Angelo Russell made the road trip w/ his #Nets teammates, saying itâ€™s important for team chemistry to have everâ€_",/Negative/,Negative,0.582
"2017-11-27 04:37:25 [NY Daily News] DeMarre Carroll scores season-high 24 points, Nets top Grizzlies https://t.co/I6jCCT5L3P #Nets",/Negative/,Negative,0.512
2017-11-27 04:35:51 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.547
"2017-11-27 04:28:53 [ESPN] Griz, looking for answers, bench Gasol in fourth https://t.co/SAhtiEIwGU #Nets",/Negative/,Negative,0.485
"2017-11-27 04:24:21 [SNY: SNY Nets] Carroll, Nets use strong third quarter to beat Grizzlies 98-88 https://t.co/pmTEnOXosM #Nets",/Negative/,Negative,0.552
2017-11-27 04:24:21 [NBA] Carroll's season-high 24 points lead Nets over Grizzlies https://t.co/w7QS3zuWox #Nets,/Negative/,Negative,0.471
"2017-11-27 04:15:30 [New York Post] Nets lose yet another key piece, but somehow not the game https://t.co/UhSHRZY0cB #Nets",/Negative/,Negative,0.489
"2017-11-27 04:06:34 [Fox Sports] Carroll's 24 points lead Nets over struggling Grizzlies (Nov 26, 2017) https://t.co/vd47i4owvq #Nets",/Negative/,Negative,0.523
2017-11-27 04:06:34 [Fox Sports] Grizzlies LIVE to Go: Grizzlies losing streak extends to eight as they fall to the Nets 98-88 https://t.co/G4p07bK1zS #Nets,/Negative/,Negative,0.484
2017-11-27 04:05:33 I was on the #Jets beat today but quality road win for the banged-up #Nets tonight in Memphis. #WeGoHard,/Negative/,Negative,0.518
2017-11-27 04:02:07 [USA Today] Carroll's 24 points lead Nets over struggling Grizzlies https://t.co/E2Y88hlEvS #Nets,/Negative/,Negative,0.511
2017-11-27 03:59:30 RT @NYPost_Lewis: The #Nets still have not applied for a Disabled Player Exception for Jeremy Lin.,/Negative/,Negative,0.584
"2017-11-27 03:59:26 RT @NYPost_Lewis: Injured Dâ€™Angelo Russell made the road trip w/ his #Nets teammates, saying itâ€™s important for team chemistry to have everâ€_",/Negative/,Negative,0.552
"2017-11-27 03:48:03 Injured Dâ€™Angelo Russell made the road trip w/ his #Nets teammates, saying itâ€™s important for team chemistry toâ€_ https://t.co/DUUBj8ww8D",/Negative/,Negative,0.524
2017-11-27 03:40:31 NETS HAND GRIZZLIES SIXTH STRAIGHT LOSS,/Negative/,Negative,0.556
#NBA #Nets #BrooklynGrit #WeGoHard #Grizzlies #GrindCity #MEMvBKN #TMMQB,/Neutral/,Neutral,0.689
https://t.co/dFPYxIYMbU,/Neutral/,Neutral,0.525
2017-11-27 03:38:50 RT @TheBKGame: The #Nets defense is pretty much letting the Grizzlies get whatever they want. Kenny Atkinson is not very happy with that anâ€_,/Negative/,Negative,0.524
