Tweets,Classification path,Level 1 label,Level 1 probability
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 00:46:49 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.723
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
"2017-12-02 00:46:19 I disagree with @Joey_Galloway.. If #Miami beats #Clemson, and #OhioSt beats #Wisconsin, Clemson and Wisconsin are… https://t.co/fcecZ37lVB",/neutral/,neutral,0.643
2017-12-02 00:46:06 New #Automotive #Job: #CurrentOpenings #GlobalFinishing #Osseo #Wisconsin Current Openings Electrical https://t.co/FeDxvXMCJs #CareerCast,/neutral/,neutral,0.647
"2017-12-02 00:46:00 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
2017-12-02 00:45:53 DNC take a lot of video of the the @SenateGOP celebrating cutting people's #Medicare and giving the money to the Ko… https://t.co/OAl621GZ1H,/neutral/,neutral,0.539
2017-12-02 00:45:16 New #Engineering #Job: Current Openings #GlobalFinishing #Osseo #Wisconsin Current Openings Electrical https://t.co/InCc05X9OW #CareerCast,/neutral/,neutral,0.665
2017-12-02 00:45:15 New #Transportation #Job: #WarehouseOrderPickers #EBYBrownCo #EauClaire #Wisconsin Now Hiring Full Time https://t.co/r54ZBcI1i7 #CareerCast,/neutral/,neutral,0.628
"2017-12-02 00:45:10 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 00:45:09 New #Government #Job: #ProgramDirector #BarronCounty #Barron #Wisconsin Barron County is accepting https://t.co/yA3dxhvcAv #CareerCast,/neutral/,neutral,0.62
2017-12-02 00:45:08 New #Marketing #Job: #CurrentOpenings #GlobalFinishing #Osseo #Wisconsin Current Openings Electrical https://t.co/fhicnjAa45 #CareerCast,/neutral/,neutral,0.652
2017-12-02 00:45:07 New #Sales #Job #CurrentOpenings #GlobalFinishing #Osseo #Wisconsin Current Openings Electrical Test https://t.co/POIkqxPOBw #CareerCast,/neutral/,neutral,0.673
2017-12-02 00:44:39 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.65
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 00:44:12 New #Job: #WarehouseOrderPickers #EBYBrownCo #EauClaire #Wisconsin Now Hiring Full Time Night Warehouse https://t.co/dEn0QaomTA #CareerCast,/neutral/,neutral,0.636
2017-12-02 00:44:06 Sparring over Evers' legal representation continues - WMTV https://t.co/OhgiN4ZrwC #Madison #Wisconsin,/neutral/,neutral,0.695
2017-12-02 00:44:06 MPD: Two teenagers crash stolen car Wednesday night - WMTV https://t.co/iv5ZbkUdYs #Madison #Wisconsin,/neutral/,neutral,0.555
"2017-12-02 00:43:28 We know the #GOPTaxScam won't help the middle class, so  fight it, @RonJohnsonWI? #Wisconsin",/neutral/,neutral,0.493
2017-12-02 00:42:52 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.723
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 00:42:46 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.723
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 00:42:38 RT @Serpentine202: #WISCONSIN SENATORS,/neutral/,neutral,0.65
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 224-532…,/neutral/,neutral,0.722
2017-12-02 00:41:35 #WISCONSIN SENATORS,/neutral/,neutral,0.604
"Baldwin, Tammy (D - WI)",/neutral/,neutral,0.462
(202) 224-5653,/neutral/,neutral,0.722
https://t.co/aBDjpsVicU,/neutral/,neutral,0.913
"Johnson, Ron (R - WI)",/neutral/,neutral,0.509
(202) 22… https://t.co/ycx8ZRizfd,/neutral/,neutral,0.834
2017-12-02 00:41:20 The new @GGOOLLDDband EP is out. Damnnnnnn - It’s a gem! Check it out! ✨ ✨ ✨ #newmusic #GGOOLLDD #Wisconsin https://t.co/NBbHNskT5c,/neutral/,neutral,0.519
2017-12-02 00:40:17 RT @JLaurel75: Glorious sunset tonight.,/neutral/,neutral,0.705
#Wisconsin #nofilterneeded https://t.co/4myriwcffp,/neutral/,neutral,0.586
2017-12-02 00:39:13 New #Job: #ClassARouteDrivers #EBYBrownCo #EauClaire #Wisconsin Now Hiring Class A Route Delivery https://t.co/Zx1haO4V6l #CareerCast,/neutral/,neutral,0.666
"2017-12-02 00:37:03 Green Bay Press Gazette Humane societies in Green Bay, Sturgeon Bay to merge with Milwaukee shelter Green Bay Press… https://t.co/CF4SEDF8gP",/neutral/,neutral,0.59
2017-12-02 00:34:14 New #Job: #ProgramDirector #BarronCounty #Barron #Wisconsin Barron County is accepting resumes for an https://t.co/n8X7V1CDjw #CareerCast,/neutral/,neutral,0.647
2017-12-02 00:30:12 #OTD in 1970 - 4 tornadoes were confirmed in #Wisconsin.  One tracked 31.9 miles through parts of Waupaca and Shawa… https://t.co/fimgBP4UCf,/neutral/,neutral,0.819
2017-12-02 00:29:53 RT @JLaurel75: Glorious sunset tonight.,/neutral/,neutral,0.705
#Wisconsin #nofilterneeded https://t.co/4myriwcffp,/neutral/,neutral,0.586
2017-12-02 00:29:11 New #Job: #CurrentOpenings #GlobalFinishing #Osseo #Wisconsin Current Openings Electrical Test https://t.co/FNSgFIjlOb #CareerCast,/neutral/,neutral,0.671
2017-12-02 00:29:06 RT @KjpPhotography: Bright colors on the tree at Ottata Lake Camp Ground  #KettleMoraine (10-19-2013) #Wisconsin #CanonBringIt #Tamron #pho…,/neutral/,neutral,0.668
"2017-12-02 00:28:21 RT @UWCIMSS: How are the @NWS and #Wisconsin connected? Let me count the ways, starting with this @UWMadison @UW_AOS Weather Guys article:…",/neutral/,neutral,0.604
"2017-12-02 00:27:05 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 00:26:47 RT @JLaurel75: Glorious sunset tonight.,/neutral/,neutral,0.705
#Wisconsin #nofilterneeded https://t.co/4myriwcffp,/neutral/,neutral,0.586
"2017-12-02 00:25:11 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
2017-12-02 00:22:48 RT @JLaurel75: Glorious sunset tonight.,/neutral/,neutral,0.705
#Wisconsin #nofilterneeded https://t.co/4myriwcffp,/neutral/,neutral,0.586
2017-12-02 00:21:59 RT @KottiPillar: @mikefarb1 #ElectionFraud by corrupt GOP is running rampant in #Wisconsin.,/neutral/,neutral,0.692
@IronStache is going to need paper ballots + m…,/neutral/,neutral,0.438
2017-12-02 00:21:13 Glorious sunset tonight.,/neutral/,neutral,0.672
#Wisconsin #nofilterneeded https://t.co/4myriwcffp,/neutral/,neutral,0.586
2017-12-02 00:18:39 Sitting at dinner at the Red Ox in Appleton #Wisconsin listening to ppl talk about how bad #OhioState is Fucking Hi… https://t.co/uRbOL2kEn9,/neutral/,neutral,0.522
"2017-12-02 00:18:07 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
"2017-12-02 00:15:19 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
"2017-12-02 00:15:08 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
"2017-12-02 00:14:51 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
"2017-12-02 00:14:47 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
2017-12-02 00:13:49 TOMORROW NIGHT! I'm playing in #milwaukee #wisconsin --- Come out! @milwaukeeart @badgerfootball… https://t.co/OH7wBrjkLj,/neutral/,neutral,0.632
2017-12-02 00:13:22 Houston County may look at frac sand rules again after Winona Court ruling https://t.co/ofVsQWY5gO via… https://t.co/byyQyqvegJ,/neutral/,neutral,0.736
2017-12-02 00:12:19 And look out World #Wisconsin is BACK in the #Hemp game https://t.co/rCYlPxbWYx,/neutral/,neutral,0.609
"2017-12-02 00:11:56 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
2017-12-02 00:11:01 HotelRED: Hip Hotel In #Wisconsin College Town https://t.co/fiXhU3pwNm #hotelsresorts,/neutral/,neutral,0.487
2017-12-02 00:10:59 Wisconsin DNR's new legal counsel backed looser environmental rules https://t.co/lTRwUtFjb5,/neutral/,neutral,0.711
#wisconsin #Mining #environment #Politics,/negative/,negative,0.356
"2017-12-02 00:10:36 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.664
"2017-12-02 00:09:20 RT @Scott_Stanford: Comparing UCF, Wisconsin resumes: #Wisconsin is 12-0 with 1 Top 25 win, 5 wins over bowl teams, 22.8 average scoring ma…",/neutral/,neutral,0.565
"2017-12-02 00:09:00 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
"2017-12-02 00:08:42 RT @GaryRayBetz: ""Voter Suppression May Have Won Wisconsin for Trump"" #Wisconsin #VoterSuppression #WIGOP #gapol #KarenHandel https://t.co/…",/neutral/,neutral,0.65
2017-12-02 00:08:10 RT @zioristorante: Go #Badgers! We are huge supporters of #Wisconsin sports so if you are in #NYC and looking for a place to watch the #Big…,/neutral/,neutral,0.455
2017-12-02 00:06:06 #CollegeGameDay Drunk Pics Championship Edition #Big10Championship ,/neutral/,neutral,0.691
I'll be hung over so it won't hurt as much… https://t.co/4qW1Jc802P,/negative/,negative,0.532
"2017-12-02 00:05:58 #flashbackfriday to #hiking at Lowes Creek State Park in Eau Claire, #wisconsin.  I had hoped to… https://t.co/a1TPIGDDVT",/neutral/,neutral,0.579
"2017-12-02 00:04:33 WBAY Alarming numbers on winter-time falls WBAY GREEN BAY, Wis. (WBAY) - Doctors call it a prevalent problem in Nor… https://t.co/JSxPdJCnMT",/neutral/,neutral,0.614
2017-12-02 00:01:10 #Bucky roasts the #Buckeyes to get in the holiday spirit in this cartoon from the @wistatejournal's Phil Hands.… https://t.co/QXEMBjccHU,/neutral/,neutral,0.661
2017-12-02 00:00:08 #OhioState vs. #Wisconsin? ,/neutral/,neutral,0.687
We couldn't agree on the winner. But we sure did have some 🔥 takes. ,/negative/,negative,0.438
Watch:… https://t.co/Ee719Zd6Qh,/neutral/,neutral,0.795
2017-12-03 01:07:32 RT @MrsblazerX: LETS GO BUCKEYES!!!!! #Big10Championship #Buckeyes #BuckeyeNation #OhioState #OSU #OSUvsWIS ,/neutral/,neutral,0.474
O-H,/neutral/,neutral,0.478
🏈🌰❤🏈🌰❤🏈🌰❤,/positive/,positive,0.783
2017-12-03 01:07:21 Very high probability that all of this JT stuff is just a big head fake.  At this point I hope it is.  #OSU,/positive/,positive,0.426
2017-12-03 01:07:19 FoxSports just said #OSU QB Barrett has undergone 15hr/day rehab to get ready for #B1GFCG Doesn't he have classes t… https://t.co/lxb0paPKGU,/neutral/,neutral,0.506
"2017-12-03 01:07:03 This is the real truth. If #OSU wins, they should be in. Bama lost decisively to a three loss auburn. https://t.co/TAQ42MRxds",/neutral/,neutral,0.501
2017-12-03 01:07:02 JT Barrett has never played in a #B1GChampionship game? Hasn’t he been at #OSU for like 10 years?,/neutral/,neutral,0.559
2017-12-03 01:06:36 LETS GO BUCKEYES!!!!! #Big10Championship #Buckeyes #BuckeyeNation #OhioState #OSU #OSUvsWIS ,/neutral/,neutral,0.431
O-H,/neutral/,neutral,0.478
🏈🌰❤🏈🌰❤🏈🌰❤,/positive/,positive,0.783
2017-12-03 01:05:38 ACC &amp; B1G CHAMPIONSHIPS UP NEXT! #UM #OSU,/neutral/,neutral,0.533
2017-12-03 01:05:35 @Robert26Smith Nope #OSU. Is not getting in w 2 losses. #PSU didn’t get in last year under same circumstances,/neutral/,neutral,0.509
"2017-12-03 01:05:13 So wait, @MattLeinartQB just said that he thinks #OSU will win at the end of the night but then picks #Wisconsin. A… https://t.co/OiOlqJFItx",/neutral/,neutral,0.583
2017-12-03 01:05:12 @_SophiaLy prepare to lose #OSU,/neutral/,neutral,0.627
2017-12-03 01:04:19 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.486
2017-12-03 01:04:13 O-H-I-O Let's Gooo Buckeyes!! 4th Spot Is OURS!! #BeatBadgers #OSU,/neutral/,neutral,0.565
2017-12-03 01:04:04 #BigTenChampionship   As my #Bookie used to ask me... Who do you like? #OSU #W #OSUvsWIS,/neutral/,neutral,0.701
2017-12-03 01:02:58 #OsuVsWisc Let’s go #Buckeyes #OSU #OhioStateBuckeyes #OSUvsWIS 🙌🏾🙌🏾🏈🏈🌰🌰Game time!!!! https://t.co/1qgns0KPV6,/neutral/,neutral,0.594
2017-12-03 01:02:55 #GusJohnson in the #LucasOilStadium HOUSE!!!!!! #OSU #Buckeyes #Big10,/neutral/,neutral,0.574
2017-12-03 01:02:51 #SAWEET @gusjohnson @joelklatt calling tonight's #BigTenChampionship game between #OSU #Wisconsin Gonna be a good g… https://t.co/gQWYzVttFy,/neutral/,neutral,0.421
2017-12-03 01:01:06 All I need is for @BadgerFootball to beat #OSU tonight 🏈#Big10Championship,/neutral/,neutral,0.569
2017-12-03 01:01:05 Let’s go #Buckeyes #OSU #OhioStateBuckeyes #OSUvsWIS 🙌🏾🙌🏾🏈🏈🌰🌰Game time!!!! https://t.co/xEoltFioOY,/neutral/,neutral,0.614
2017-12-03 00:59:37 RT @Fat__Gibbs: About that time #OSU ⚪️🔴,/neutral/,neutral,0.586
2017-12-03 00:58:20 So glad to see the traditional white unis tonight #OSU #B1GChampionship,/positive/,positive,0.501
"2017-12-03 00:58:02 I still believe that if #OSU beats #WIS tonight, it’s #Bama who is first in; unless the Buckeyes blow them out. Ohi… https://t.co/PnZadWNkUA",/neutral/,neutral,0.53
2017-12-03 00:57:59 Let's go #OSU,/neutral/,neutral,0.633
2017-12-03 00:57:51 Watching the #OhioState  #FoxSports #BigTenChampionship Pregame show - not sure who #OSU is playing because they haven’t been mentioned yet,/neutral/,neutral,0.46
"2017-12-03 00:57:33 Torn between pulling for #OSU, which would give #Bama a shot to get in or pulling for #Wisconsin to beat the living… https://t.co/1T2Mb3e6xZ",/neutral/,neutral,0.582
2017-12-03 00:53:13 #OSU #GoBucks https://t.co/xlCwFDLOfU J.T. Barrett will play for Ohio State in the Big Ten Championship https://t.co/8GFUMGwglW,/neutral/,neutral,0.701
2017-12-03 00:52:24 #Badgers fans now hoping for a better result against #OSU's football team tonight. 5 Things to Takeaway from the MB… https://t.co/jWraSZE9Dl,/positive/,positive,0.435
2017-12-03 00:52:08 US Winter Nationals is a wrap! #SwimWinterNats #OSU #buckeyes https://t.co/Ehb7C5YEdl,/neutral/,neutral,0.597
2017-12-03 00:50:56 A lot to alittle #OSU😤 https://t.co/FFce7vP1r9,/neutral/,neutral,0.68
2017-12-03 00:50:45 About that time #OSU ⚪️🔴,/neutral/,neutral,0.654
2017-12-03 00:50:39 Putting my Christmas tree up and watching #OSU get busy,/neutral/,neutral,0.691
2017-12-03 00:50:03 @Softykjr How does #osu continue to get respect when it gets its ass regularly kicked?,/neutral/,neutral,0.51
"2017-12-03 00:49:59 I’m calling it now..#Wisconsin looses to #OSU, #Clemson beats #UM, #Bama gets in over #OSU",/neutral/,neutral,0.584
Final Poll: @CFBPlayoff… https://t.co/820EG61yei,/neutral/,neutral,0.636
"2017-12-03 00:47:07 Late dinner... watching #OSU (@ The Sports Grille - Cranberry in Cranberry Township, PA) https://t.co/Z9cEbNwhSN",/neutral/,neutral,0.746
2017-12-03 00:46:52 Let's go Badgers! Seek n destroy #OSU #buckeyes https://t.co/yjHHCR0Jwn,/neutral/,neutral,0.648
2017-12-03 00:46:16 @andypollin1 I have no sympathy. #PennState beat #osu last year and won #B1G championship versus Wisconsin but osu… https://t.co/d3bk1iFjCl,/neutral/,neutral,0.532
"2017-12-03 00:44:16 RT @BHOOLZ: #OSU 42, Wisconsin 24. That's not my prediction for tonight. That's the score of the hoops dusting Buckeyes are putting on the…",/neutral/,neutral,0.582
2017-12-03 00:43:49 Ok #Wisconsin #Badgers-time to Put Up or Shut Up!! #OSU #Buckeyes 🏈,/neutral/,neutral,0.543
"2017-12-03 00:42:53 Thank you. Neutrality indeed = choosing ""the side of the oppressor.” OSU, this is so moving! Critical thinking &amp; ac… https://t.co/XzWWaGmEeI",/positive/,positive,0.479
2017-12-03 00:42:38 I want Dobbins to go bonkers tonight!  #OSU,/neutral/,neutral,0.587
2017-12-03 00:40:41 RT @nittanylionz: If you're not with me you're against me ..With a #Wisconsin win #Alabama out and #osu out #Big10Championship #SECChampion…,/neutral/,neutral,0.391
2017-12-03 00:40:20 Now its up to #OSU to win a close one in the #Big10 champ game. #RTR #ItCanStillHappen #Top4,/neutral/,neutral,0.505
"2017-12-03 00:40:10 @mattkadd Well, regardless, when #OSU whoops that Wisco youknowwhat, I want some JJs for helping you pick ‘em all right.",/neutral/,neutral,0.625
"2017-12-03 00:38:21 RT @BHOOLZ: #OSU 42, Wisconsin 24. That's not my prediction for tonight. That's the score of the hoops dusting Buckeyes are putting on the…",/neutral/,neutral,0.589
2017-12-03 00:37:26 #njnow #OSU quarterback J.T. Barrett seems to be moving just fine as game time approaches.… https://t.co/W0gzmH4R5n,/neutral/,neutral,0.532
2017-12-03 00:37:12 If you're not with me you're against me ..With a #Wisconsin win #Alabama out and #osu out #Big10Championship… https://t.co/Ag9PpOsrK2,/neutral/,neutral,0.365
2017-12-03 00:36:17 I think I’ll watch #elf because I can’t bring myself to cheer for #OhioState #OSU #Big10Championship #rolltide,/neutral/,neutral,0.524
2017-12-03 00:32:13 @fox28columbus @wsyx6  We’re prepared and on standby to print up @bigten #OSU gear when they stomp the Wisconsin Ba… https://t.co/i2R1UdjsFs,/neutral/,neutral,0.694
2017-12-03 00:31:44 @bigten @nbc4i We’re prepared and on standby to print up @bigten #OSU gear when they stop the Wisconsin Badgers ton… https://t.co/gevYwy71sR,/neutral/,neutral,0.648
2017-12-03 00:29:02 We’re prepared and on standby to print up @bigten #OSU gear when they stop the Wisconsin Badgers tonight!,/neutral/,neutral,0.602
"2017-12-03 00:28:49 Dressed and ready to root for my Buckeyes! #OSU #Buckeyes #big10 @ Colden, New York https://t.co/1yGa0RNw7m",/neutral/,neutral,0.718
2017-12-03 00:27:24 🚨Almost game time. GET UP!! 🏈,/neutral/,neutral,0.604
from @bigtennetwork ,/neutral/,neutral,0.484
#OSU #Buckeyes #ohiostatebuckeyes… https://t.co/6J7ptwWtYA,/neutral/,neutral,0.439
2017-12-03 00:25:10 #CFBPlayoff Why is it that #Clemson #Oklahoma #OSU and #UGA all get 2nd chances but the No. 1 team all year long is… https://t.co/R9Rs2GumQT,/neutral/,neutral,0.411
2017-12-03 00:24:44 #SECChampionship announcers are on crack.   Of course #UGA deserves top 4 spot over #bama.   #CFBPlayoff committee… https://t.co/Hiz06RApsb,/neutral/,neutral,0.635
2017-12-03 00:24:01 RT @sexyohgirl: #BuckeyeNation #TheOhioStateUniversity #GoBucks #OSUFan #RavenSwallowz RT&amp;F @sexyohgirl ifu luv the #OSU #Buckeyes #BikiniG…,/neutral/,neutral,0.595
"2017-12-03 00:23:09 #OSU #GoBucks https://t.co/wTn4YeXgzF Ohio State runs away from Wisconsin, 83-58 https://t.co/1VAskpMWQB",/neutral/,neutral,0.756
2017-12-03 00:21:45 @hiramboyd Bro I respect your opinion on the majority of topics but to openly hope #OSU lose in not natural.,/neutral/,neutral,0.465
2017-12-03 00:21:23 @buckeyenichole He's going to hate #OSU even more after tonight https://t.co/M3XfBkoZ75,/neutral/,neutral,0.527
2017-12-03 00:19:19 LETS GOOOO BUCKS!!! 🙏🙌💪 #OSU https://t.co/O7qtdJhAVV,/neutral/,neutral,0.672
2017-12-03 00:16:33 Badger QB bout to be throwin ducks like...,/neutral/,neutral,0.554
from @sam_lee13 ,/neutral/,neutral,0.484
#OSU #Buckeyes #bucksmafia #mfiaszn… https://t.co/6dNsBQQMn6,/neutral/,neutral,0.394
2017-12-03 00:13:58 #CBJ making the decision whether to switch to #osu later easier.... Lets get it  together!,/neutral/,neutral,0.644
"2017-12-03 00:12:53 At the end of the day, an elite team should never lose a football game by 31 points, much less to a 7-5 team.… https://t.co/lEt0XYyqcj",/neutral/,neutral,0.598
2017-12-03 00:09:12 Buckeye basketball vs Wisconsin - win,/neutral/,neutral,0.649
"You're up, football Buckeyes. #OSU",/positive/,positive,0.431
2017-12-03 00:08:42 YEEESSS WE ARE VIEWING THE GAME ❌LIVE &amp; VOLUME ❌ON TONIGHT‼️,/neutral/,neutral,0.582
 #miahookah #osu #ohiostate… https://t.co/u0ii4zMbrH,/neutral/,neutral,0.439
2017-12-03 00:08:06 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.486
2017-12-03 00:07:41 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.486
"2017-12-03 00:07:36 its 2am, julia is sleeping but i think im gonna play #osu with my headphones",/neutral/,neutral,0.502
2017-12-03 00:06:57 We're here!,/neutral/,neutral,0.634
#osu #goBucks #bigtenchampionship #nightofchampions #ohiovstheworld @ Lucas Oil… https://t.co/qEjdKJfoaE,/neutral/,neutral,0.405
"2017-12-03 00:06:20 NOT a #OSU fan. However, as a mother I am praying that #JTBarrett’s knee is not injured tonight. 🙏🏻🙏🏻🙏🏻🙏🏻",/neutral/,neutral,0.43
2017-12-03 00:06:12 If #Wisconsin wins big against #OSU. Will they be ranked #1?,/neutral/,neutral,0.51
2017-12-03 00:05:56 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.486
2017-12-03 00:05:53 Buckeye babes at Lucas Oil 🛢️,/neutral/,neutral,0.705
from @breasyyy ,/neutral/,neutral,0.484
#OSU #Buckeyes #ohiostatebuckeyes… https://t.co/gqaeg0BLo9,/neutral/,neutral,0.439
2017-12-03 00:04:59 The showdown in Indy! B1G SHIP ,/neutral/,neutral,0.692
from @bigtennetwork ,/neutral/,neutral,0.484
#OSU #Buckeyes #ohiostatefootball… https://t.co/1J3RA9Zgqp,/neutral/,neutral,0.439
2017-12-03 00:04:37 Big Shout Out to #3spot for hooking me up with a table for a big game. #millerlite #osufootball #osu #osuchampionship #bigten #greatfood,/positive/,positive,0.523
2017-12-03 00:04:26 The people rooting the hardest for Wisc (other than Wisc itself) has to be the selection committee. Go Bucks!  #OSU-Wisc,/neutral/,neutral,0.555
2017-12-02 23:56:38 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.409
2017-12-02 23:55:39 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.409
2017-12-02 23:54:14 RT @DOMTIBERI: #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... That means #…,/neutral/,neutral,0.486
2017-12-02 23:53:21 GO BUCKS‼️,/neutral/,neutral,0.698
COME HOOKAH WITH US &amp; ENJOY THE GAME TONIGHT‼️💨💨 #miahookah #osu #ohiostate… https://t.co/5sWbfuX2XX,/positive/,positive,0.91
"2017-12-02 23:53:10 Even with a #OSU win an an #Auburn win, the chance of us getting in is slim. I can't pull for that cow college, GO #DAWGS! #UGAvsAUBURN",/positive/,positive,0.433
2017-12-02 23:51:25 #6 Georgia is beating #2 Auburn by 14 points in the 4th Quarter... If the Dawgs win that helps #OSU BIG TIME... Tha… https://t.co/yk3XPlgbdt,/neutral/,neutral,0.534
2017-12-02 23:49:12 @Landers07 Agree - all in for #Bucky.  Unsure how I felt about sports radio calling #OSU loss to Iowa “horrible” all week 🤨,/neutral/,neutral,0.642
"2017-12-02 23:44:44 RT @BHOOLZ: #OSU 42, Wisconsin 24. That's not my prediction for tonight. That's the score of the hoops dusting Buckeyes are putting on the…",/neutral/,neutral,0.582
2017-12-02 23:39:05 If #UGA #OSU and #TheU all win what does it do to the #CFBplayoffs,/neutral/,neutral,0.422
2017-12-02 23:38:18 Don't forget Michigan had Tom Brady the 🐐and still couldn't win shit😂 #OSU,/negative/,negative,0.455
2017-12-02 23:31:51 Live look at the #CFP committee if #Auburn and #Wisconsin lose #CFP ,/neutral/,neutral,0.494
#OSU #Georgia #OSUvsWISC https://t.co/cgQt0wQiku,/neutral/,neutral,0.463
2017-12-02 23:27:15 I'm more or less cheering for chaos in the #CollegeFootballPlayoff #CFP so at this point I want #Auburn to lose to… https://t.co/V1XZVNe8gz,/neutral/,neutral,0.563
"2017-12-02 23:25:48 RT @BHOOLZ: #OSU 42, Wisconsin 24. That's not my prediction for tonight. That's the score of the hoops dusting Buckeyes are putting on the…",/neutral/,neutral,0.582
2017-12-02 23:15:21 RT @sexyohgirl: #BuckeyeNation #TheOhioStateUniversity #GoBucks #OSUFan #RavenSwallowz RT&amp;F @sexyohgirl ifu luv the #OSU #Buckeyes #BikiniG…,/neutral/,neutral,0.595
